"rcp_sno","ckg_nm","inq_cnt","rcmm_cnt","srap_cnt","ckg_mth_acto_nm","ckg_sta_acto_nm","ckg_knd_acto_nm","ckg_mtrl_acto_nm","ckg_mtrl_cn","ckg_inbun_nm","ckg_dodf_nm","ckg_time_nm"
2824982,길거리토스트,55775,"17","283",부침,일상,빵,밀가루,[재료] 식빵 4장| 달걀 2개| 슬라이스 치즈 3장| 당근 20g| 양배추 20g| 양파 20g| 대파 푸른부분만 10cm 정도 [양념] 토마토케첩| 소금 1/2작은술| 설탕 1작은술| 버터 1/2큰술| 포도씨유 적당량 ,"2인분",초급,"15분이내"
6839928,훈제오리부추무침,129818,"189","5479",무침,손님접대,메인반찬,육류,[재료] 훈제오리 400g| 부추 500g| 양파 1/2개 [양념] 참기름 2T| 식초 1T반| 마늘 1T| 까나리앳젓 2T| 설탕 1/2T| 고추가루 2T,"2인분",아무나,"30분이내"
2833988,잡채,131727,"129","1829",볶음,손님접대,메인반찬,채소류,[재료] 당면 500g| 간장 1/3컵| 포도씨유 1큰술| 잡채용 소고기 2줌| 느타리버섯 1줌| 목이버섯| 피망 2개| 당근 1개| 양파 1개 [소고기 밑간] 간장 2큰술| 설탕 1큰술| 다진 마늘 1작은술| 후추 조금| 깨 조금| 참기름 1작은술 [양념] 다진마늘 1작은술| 간장 1/3컵| 설탕 1큰술,"2인분",중급,"60분이내"
2835418,골뱅이무침,62493,"22","490",무침,초스피드,메인반찬,해물류,[재료] 통조림 골뱅이 1/2캔| 양파 60g| 깻잎 6g| 당근 60g| 오이 75g| 양배추 80g [양념] 고추장 6큰술| 고춧가루 6큰술| 꿀 4큰술| 식초 2큰술,"2인분",아무나,"15분이내"
2859245,만두국,89828,"12","489",끓이기,일상,국/탕,가공식품류,[재료] 뒤포리육수| 물만두| 양파| 청양고추| 대파| 계란 [양념] 소금,"2인분",초급,"30분이내"
2859815,감자조림,167504,"19","2500",조림,일상,밑반찬,채소류,[재료] 감자(중) 3개| 양파 1/2개| 청양고추 1개| 들기름 2큰술| 통깨 1큰술| 다시마 물 1컵 [양념] 간장 3큰술| 고춧가루 1큰술| 다진 마늘 1큰술| 설탕 1큰술| 맛술 1큰술| 후춧가루 약간,"2인분",아무나,"60분이내"
2870416,마카로니샐러드,79315,"17","2176",비빔,간식,샐러드,가공식품류,[재료] 마카로니 1+1/2컵| 오이 1개| 딱딱한 복숭아 1/2개| 햄 6개| 양파 1/2개| 옥수수콘 5큰술 [양념] 마요네즈 5스푼| 머스터드 0.5스푼| 설탕 1스푼| 소금 약간| 후춧가루 약간,"3인분",아무나,"30분이내"
2883480,오징어젓갈,62050,"16","340",무침,일상,김치/젓갈/장류,해물류,[재료] 오징어젓갈 250g| 무 1줌| 마늘 3톨| 청양고추 2개 [양념] 고추가루 1+1/2T| 설탕 1/2T| 매실청 1/2T| 참기름 1/2T| 통깨 약간,"6인분이상",아무나,"2시간이상"
2891209,채끝스테이크,61678,"40","356",굽기,손님접대,양식,소고기,[재료] 채끝살2덩이 (232g)| 파프리카 (34g~취향껏)| 밀가루 약간 [굽기용 재료] 버터 약간| 올리브유 약간 [고기밑간] 소금 약간| 후추 약간 [레드와인양파소스] 올리브오일 약간| 다진마늘 1스푼| 양파 1/2개(70g)| 케첩 볼록하게3스푼| 레드와인 96g,"2인분",초급,"60분이내"
2895554,애호박양파볶음,135070,"28","1658",볶음,일상,밑반찬,채소류,[재료] 애호박 1개(두줌반 정도)| 양파 1개(두줌)| 편으로 썰은 마늘 1/2줌| 카놀라유 약간 [양념] 조선간장 2스푼| 들기름 2스푼| 통깨 약간,"2인분",초급,"15분이내"
2896593,갈치무조림,76804,"34","1989",조림,일상,밑반찬,해물류,[재료] 갈치 1마리| 무 530g| 청양고추 2개| 대파 1/2뿌리| 물 적당량 [양념] 진간장 3큰술| 고추장 1큰술| 고춧가루 2큰술| 맛술 2큰술| 올리고당 2큰술| 다진 마늘 1큰술| 어슷 썬 대파 약간| 물 적당량,"2인분",초급,"30분이내"
2898726,꽃게탕,79427,"41","606",끓이기,일상,국/탕,해물류,[재료] 꽃게 3마리| 바지락 1봉지| 미더덕 1+1/2컵| 애호박 1/2개| 양파 1/2개| 무 1/3토막| 청고추 1개| 대파 1대| 다시마 사방5cm 1장 [양념] 고춧가루 1+1/2큰술| 고추장 1큰술| 된장 1큰술| 다진마늘 1작은술| 다진생강 1작은술| 소금 적당량| 후춧가루 조금,"2인분",중급,"90분이내"
2900550,강된장,71834,"23","932",끓이기,일상,김치/젓갈/장류,가공식품류,[재료] 양파 1개| 다진돼지고기 70g| 다진오징어 80g| 청양고추 2개| 참기름 1/2큰술| 멸치다시마육수 1/2컵 [양념] 된장 2큰술| 고추장 2작은술| 고춧가루 1작은술| 다진마늘 1/2 큰술| 물엿 1/2큰술,"3인분",초급,"30분이내"
2902953,메추리알버섯장조림,116980,"147","3391",조림,일상,밑반찬,달걀/유제품,[재료] 메추리알 50알| 소금 1작은술| 미니 새송이 버섯 1줌| 올리고당or물엿 1큰술| 참기름 1큰술| 깨 1작은술 [양념] 물이나 멸치육수 250ml| 간장 3큰술| 설탕 1작은술| 후추 조금,"",초급,"60분이내"
2916460,삼색밀쌈,57381,"60","277",기타,손님접대,메인반찬,채소류,[재료] 소고기 1줌| 계란| 표고버섯| 애호박| 당근| 파프리카| 청피망 [소고기 밑간] 간장 2큰술| 설탕 2/3큰술| 다진마늘 1작은술| 후추 조금| 깨 조금| 참기름 1작은술 [표고버섯 밑간] 간장 2큰술| 설탕 2/3큰술| 다진마늘 1작은술| 후추 조금| 깨 조금| 참기름 1작은술 [겨자소스] 연겨자 2큰술| 2배 식초 2큰술| 설탕 2큰술| 소금 조금,"",중급,"60분이내"
2917851,바게트빵,85073,"19","1246",굽기,일상,빵,밀가루,[재료] 강력분 250g| 인스턴트 드라이 이스트 3g| 소금 3g| 미지근한 물 140g,"",중급,"60분이내"
2926988,감자고추장찌개,105971,"37","629",끓이기,일상,찌개,채소류,[재료] 감자 중간크기 2개| 쇠고기 150g| 양파 1/3개| 대파 1대| 청홍고추(매운거) 2개| 육수 3컵| 두부 1모 [양념] 고추장 3큰술| 고추가루 1큰술| 참치액 1큰술| 다진마늘 1작은술| 고추기름 1작은술,"2인분",초급,"60분이내"
2931469,오징어튀김,76533,"152","1196",튀김,간식,기타,해물류,[재료] 오징어몸통| 전분 1/3컵| 카레가루 1작은술| 달걀 1개| 빵가루| 파슬리가루 [양념] 다진 마늘 1작은술| 청주 1큰술| 소금 2/3 작은술,"",중급,"60분이내"
2947041,차돌박이샐러드,90484,"63","1858",굽기,손님접대,샐러드,소고기,[재료] 차돌박이 200g| 양파 1/2개| 샐러드 어린잎 2줌| 붉은고추 1개 [고기밑간] 소금 약간| 후춧가루 약간| 맛술 1큰술 [오리엔탈 참깨 드레싱] 간장 1큰술| 발사믹식초 0.5큰술| 매실청 0.5큰술| 참깨 0.5큰술| 올리브오일 1큰술,"2인분",초급,"30분이내"
2964024,무나물,60157,"9","599",볶음,일상,밑반찬,채소류,[재료] 무 작은거 1/2개| 뒤포리육수 30ml [양념] 소금 약간| 마늘| 잔파,"2인분",초급,"15분이내"
2965772,길거리토스트,76869,"50","756",부침,간식,빵,밀가루,[재료] 계란 4개| 파프리카 1/5개| 감자 1/4개| 양배추 조금| 당근 조금| 대파 조금| 식빵 [양념] 소금 1작은술| 마요네즈,"2인분",초급,"15분이내"
2980506,잡채밥,119818,"61","605",볶음,일상,밥/죽/떡,채소류,[재료] 잡채 500g| 돼지고기잡채용| 시금치 1단| 버섯| 양파 1/2개| 당근| 청고추| 홍고추 [돼지고기 밑간] 청주 1/2T| 간장 1/2T| 다진마늘 1/2T| 생강즙 1/2T| 후추 [잡채양념] 간장 1T| 굴소스 2T| 설탕 1T| 조미술 2T| 참기름 1T,"1인분",아무나,"15분이내"
2988253,알탕,68386,"20","1537",끓이기,일상,국/탕,해물류,[재료] 양파| 대파| 고추| 알| 두부 [양념] 고추가루 2| 된장 1/2| 마늘| 생강즙| 청주| 육수 5| 소금 1/2,"2인분",초급,"10분이내"
2993997,감자밥전,83559,"107","1356",부침,일상,밥/죽/떡,채소류,[재료] 밥 1/2공기| 감자(대) 1개| 양파 1/4개| 호박 60~70g| 당근 2cm 길이 1토막| 달걀 [양념] 감자전분 2큰술| 깨소금| 참기름| 소금,"",중급,"30분이내"
2994441,콩나물국밥,127416,"35","1046",끓이기,해장,밥/죽/떡,채소류,[재료] 밥| 콩나물 500g| 다진대파| 다진청양고추 약간| 다진홍고추 약간 [육수 재료] 물 18컵| 황태머리 1개| 다시멸치 2줌| 건다시마(10x10) 2장| 건새우1줌| 새우젓| 새우젓국물 [콩나물무침 양념] 간장 3숟갈| 참기름 1 + 1/2숟갈| 다진파 1/2숟갈| 다진마늘 1/2숟갈| 고추가루 1/2숟갈,"3인분",중급,"30분이내"
2998440,닭가슴살샐러드,155948,"24","1271",무침,다이어트,샐러드,닭고기,[재료] 닭가슴살 1쪽| 브로콜리| 양파| 파프리카 [양념] 저염간장 2T| 홀그레인머스타드 or씨겨자 1T| 설탕 2/3T| 참기름,"2인분",초급,"30분이내"
3000001,노오븐티라미수,85990,"76","1101",찜,간식,빵,밀가루,[재료] 카스테라 6-7개| 생크림 200g| 설탕A 20g| 크림치즈 160g| 설탕 B 70g| 깔루아 2Ts| 코코아 파우더 30g| 에스프레소 300ml,"",중급,"30분이내"
3003374,고등어무조림,64686,"21","785",조림,일상,메인반찬,해물류,[재료] 고등어 2마리| 무 500g| 청양고추 2개| 대파 1뿌리 [양념] 고추장 1큰술| 고춧가루 2큰술| 진간장 3큰술| 맛술 2큰술| 올리고당 2큰술| 다진 마늘 1큰술| 생강 약간| 대파 약간| 물,"2인분",초급,"60분이내"
3007730,대구탕,79228,"13","318",끓이기,일상,국/탕,해물류,[재료] 생대구 1마리| 콩나물 200g| 무 100g| 두부 1/3모| 붉은고추 1개| 청양고추 1개| 쑥갓 40g| 굵은대파 2대| 생강 1톨| 멸치 다시마 육수 5컵 [양념] 고춧가루 3큰술| 청주 1큰술| 고추장 1작은술| 간장 1작은술| 다진마늘 1+1/2큰술| 다진 생강 1/4작은술| 후춧가루 약간| 소금 약간,"3인분",중급,"30분이내"
3008505,안동찜닭,109479,"28","2983",찜,일상,메인반찬,닭고기,[재료] 닭 1/2마리| 감자 1개| 당근 1/4개| 양파 1/2개| 청양고추 2개| 홍고추 1개| 당면 50g| 대파 1대 [양념] 참기름 1/2T| 카라멜소스(선택) 적당량| 진간장 5T| 흑설탕 2T| 물엿 2T| 맛술 1T| 마늘 1T| 후추 약간,"2인분",초급,"30분이내"
3013547,우거지갈비탕,69562,"33","439",끓이기,영양식,국/탕,소고기,[재료] 쇠갈비 600그램| 양파| 대파| 마늘| 무| 월계수잎| 우거지 600g| 생강 1/2톨 [양념] 통후추| 된장 1/2T| 고춧가루 1T| 다진마늘 1T| 국간장 1T,"2인분",초급,"15분이내"
3028446,편강,150695,"15","307",조림,간식,기타,채소류,[재료] 생강 500g| 생강 삶을 물 1.5L [양념] 설탕 400g,"6인분이상",초급,"60분이내"
3032665,바지락국,103606,"72","3306",끓이기,일상,국/탕,해물류,[재료] 바지락 1봉| 쪽파or다진파| 청양고추 1개| 홍고추 [양념] 마늘| 소금| 청주| 생강즙,"1인분",초급,"30분이내"
3033291,연근조림,70203,"26","353",조림,일상,밑반찬,채소류,[재료] 연근 300g [양념] 양조간장 4+1/2큰술| 맛술 2큰술| 설탕 1큰술| 물엿 4큰술| 물 2+1/2컵,"2인분",초급,"90분이내"
3037669,무나물,64937,"34","656",볶음,일상,밑반찬,채소류,[재료] 무 350g [양념] 다진마늘 1/3T| 다진파 1T| 멸치육수 1/3C| 들기름 1/2T| 오일 1/2T| 소금 약간,"2인분",초급,"15분이내"
3050144,갈치조림,57954,"29","614",조림,일상,메인반찬,해물류,[재료] 갈치 1마리| 감자 1개| 무 100g| 대파 1/2대| 풋고추 1개| 물 1/2컵 [양념] 간장 3큰술| 고춧가루 2큰술| 맛술 1큰술| 설탕 1큰술| 다진마늘 1큰술| 깨소금 1작은술| 후춧가루 약간,"2인분",초급,"30분이내"
3070308,닭가슴살샐러드,72815,"16","241",기타,다이어트,샐러드,닭고기,[재료] 닭가슴살 1캔(90g)| 미니파프리카 2개| 양상추 적당량| 적양파(선택) 20g [양념] 홍시과육 1개분| 매실청 1/2큰술| 슬라이스아몬드 1큰술| 발사믹식초 1큰술,"2인분",아무나,"30분이내"
3071771,계란덮밥,125191,"59","2970",끓이기,초스피드,밥/죽/떡,달걀/유제품,[재료] 참치캔통조림 100그람 1캔| 계란 2알| 팽이버섯 1/2개| 양파 1//2개| 대파 약간 [양념] 물 300그람| 진간장 2스푼| 참치액 1스푼| 맛술 1스푼,"2인분",초급,"15분이내"
3083826,연근조림,201709,"33","736",조림,일상,밑반찬,채소류,[재료] 연근 390g| 식용유 1+1/2술| 연근데칠물 3.5컵| 식초 1큰술 [양념] 통깨 조금| 물엿 조금| 간장 4큰술| 설탕 1큰술| 물엿 2큰술| 물 1/2컵,"2인분",초급,"30분이내"
3085188,달걀김밥,71734,"65","539",기타,도시락,밥/죽/떡,달걀/유제품,[재료] 밥| 햄| 단무지| 우엉조림| 당근| 깻잎| 달걀| 구운김 [양념] 소금| 참기름| 통깨,"2인분",중급,"30분이내"
3085196,수제비,129473,"27","1922",끓이기,일상,면/만두,밀가루,[재료] 멸치 20마리| 다시마 사방 5센치 4장정도| 밀가루 계량컵 3컵| 식용유 1T| 감자 200g| 양파 150g| 호박200g| 청양고추 2개| 홍고추 1개 [양념] 소금 약간| 집간장 2T,"2인분",초급,"30분이내"
3090075,갈릭토마토또띠아피자,82621,"58","828",굽기,초스피드,빵,밀가루,[재료] 또띠아 1장| 방울토마토 8~10개| 편마늘 1Ts| 피자치즈 1줌| 포살루트치즈 [양념] 올리브오일 2~3Ts| 허브솔트 약간| 바질 약간,"",초급,"10분이내"
3108595,배추전,94147,"29","555",부침,초스피드,밑반찬,채소류,[재료] 배춧잎 5장| 소금 1t| 부침가루 1컵| 물 1컵| 식용유 약간,"1인분",아무나,"10분이내"
3118221,어묵탕,119631,"19","382",끓이기,일상,국/탕,가공식품류,[재료] 꼬치 어묵 1팩(330g)| 삶은 달걀 1개| 풋고추 1개| 홍고추 1개| 양파 1/2개| 대파 1/3대| 국물용 멸치 1줌| 다시마 1장(10cmX10cm)| 물 5컵 [양념] 시판 쯔유간장(5배 희석제품) 2큰술| 청주 2큰술| 맛술 2큰술,"3인분",초급,"30분이내"
3119680,참치김치볶음,120126,"37","1134",볶음,초스피드,밑반찬,가공식품류,[재료] 포기김치 1/4정도| 통조림참치 1캔| 양파 1/4개 정도 [양념] 매운고추(생략가능) 1개| 대파 1/2개| 통깨 약간| 설탕 1/2스푼,"2인분",초급,"30분이내"
3129651,미역줄기볶음,100816,"35","1215",볶음,일상,밑반찬,해물류,[재료] 미역줄기 410g(소금기 있을때 중량)| 청홍고추 4~6개 [양념] 다진마늘 2t| 집간장 1T| 통깨 약간| 참기름 1T,"2인분",아무나,"15분이내"
6839176,마카로니콘샐러드,97001,"63","3274",비빔,손님접대,샐러드,가공식품류,[재료] 마카로니 2/3컵| 캔옥수수 1/2캔| 오이 1/2개| 사과 1/2개| 크래미 3개| 파프리카 1/4개 [양념] 마요네즈 2T| 플레인요플레 2T| 허니머스터드 1T| 레몬즙 1t| 후추 조금,"3인분",초급,"30분이내"
3134590,고구마감자조림,126991,"62","3359",조림,초스피드,밑반찬,채소류,[재료] 감자 2개(290g)| 고구마 2개(270g) [양념] 간장 80g| 물 100g| 올리고당 2T| 식용유 1T,"2인분",초급,"30분이내"
3135774,콩나물볶음,88149,"44","995",볶음,일상,밑반찬,채소류,[재료] 콩나물 3줌| 청양고추 1개| 대파 약간| 오일 1T [양념] 간장 2T| 고춧가루 1T| 다진마늘 1T| 설탕 1ts| 참기름 1/2T| 후춧가루 약간| 멸치육수 3T| 깨소금 약간,"2인분",초급,"15분이내"
3141184,오뎅탕,57181,"15","421",끓이기,초스피드,국/탕,가공식품류,[재료] 납작오뎅 4장| 긴오뎅 5개| 표고버섯 약간| 건새우 7마리(기호에 따라 꽃게 한마리 추가) [양념] 국간장 15ML| 대파 약간| 소금 약간 | 무우 100g | 물 1300ML| 국물용 몇리 15마리| 다시마 5장,"2인분",아무나,"60분이내"
3149376,간장오리불고기,55464,"25","932",볶음,일상,메인반찬,육류,[재료] 오리고기 500g| 양파 100g 반개정도| 대파 100g| 느타리 100g [양념] 진간장 5T| 굴소스 1/2T| 설탕 1/2T| 올리고당 1T| 청주 2.5T| 다진마늘 1T| 깨 1t| 참기름 2/1T,"2인분",초급,"30분이내"
3153237,뼈다귀해장국,75468,"21","508",끓이기,일상,국/탕,육류,[재료] 등뼈 2k| 시래기(무) 210g| 배추 900g| 대파 7뿌리 [양념] 굵은 소금 3T| 고춧가루 5T| 청양 고춧가루 3T| 들깨가루 5T| 콩가루 3T| 마늘 5T| 쇠고기다시다(조미료) 4+1/2T| 국간장 4T| 소주 1/2병,"",중급,"90분이내"
3155570,깍두기,66362,"13","994",절임,일상,김치/젓갈/장류,채소류,[재료] 무 중간크기 1개| 고추가루 2숟가락 | 절임용소금 3숟가락| 쪽파 약간 [양념] 고추가루 2숟가락 | 액젓 2숟가락 | 찹쌀풀 2숟가락 | 마늘 1숟가락 | 생강즙 1숟가락 | 매실액 1숟가락 ,"6인분이상",초급,"60분이내"
3157895,백김치,112116,"32","1693",절임,일상,김치/젓갈/장류,채소류,[재료] 배추 1포기| 절임용소금 2컵| 무우| 쪽파| 마늘| 생강| 홍고추| 대추 [양념] 감자(중)1개| 새우젓 3숟가락| 배 1/2개| 설탕 약간,"",중급,"2시간이내"
3161468,구절판,119397,"59","1374",볶음,손님접대,메인반찬,채소류,[재료] 오이 2개| 당근 1개| 건표고버섯 8장| 쇠고기 400g| 계란 6개| 목이버섯 1팩| 참기름| 소금| 밀가루 4컵| 생수 4컵| 들기름 1작은술| 크로렐라 5알 [고기 및 버섯양념] 간장 2큰술| 설탕 1큰술| 다진마늘| 참기름 1작은술| 맛술| 겨자넣은초간장,"",중급,"60분이내"
3163149,간장게장,60232,"16","642",절임,일상,김치/젓갈/장류,해물류,[재료] 꽃게 5~6마리| 통마늘 10톨| 마른홍고추 작은것 2~3개| 생강 1톨| 설탕 2큰술 [간장물] 물 13종이컵| 간장 4.5종이컵| 소금 1작은술,"6인분이상",고급,"2시간이상"
3171515,양념통닭,71804,"30","1831",튀김,간식,디저트,닭고기,[재료] 계란 1/2개| 치킨가루or녹말가루| 닭 1/2마리 [닭밑간] 소금| 후추| 맛술 1T| 카레가루 1/2T [양념] 케찹 4T| 간장 1T| 설탕 1T| 물엿 1T| 맛술 1T| 마늘 1/2T| 두반장 1T| 고운고춧가루 1/2T| 핫소스 1T| 후추| 생강 1/2t| 물 3T,"1인분",초급,"30분이내"
3172188,돼지고기김치찌개,87176,"12","353",끓이기,일상,찌개,돼지고기,[재료] 익은 배추김치 1포기| 돼지고기 적당량| 두부 1모| 육수또는생수| 마늘 1| 대파(생략가능) | 양파 [양념] 고춧가루 1~2큰술| 된장,"2인분",초급,"30분이내"
3173930,카스테라,65147,"42","479",굽기,간식,빵,밀가루,[재료] 박력분 70g| 계란 4개| 설탕 8큰술| 우유 40g| 꿀 20g| 카놀라유 10g,"2인분",초급,"60분이내"
3187680,무생채,60910,"18","856",무침,일상,밑반찬,채소류,[재료] 무 2줌 [양념] 고추가루 1T| 다진마늘 1ts| 설탕 1/2T| 참기름 1ts| 소금 약간| 깨소금 약간,"2인분",초급,"15분이내"
