genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Action|Shooter|First-Person|Arcade|,"Oct  1, 2019",T,Activision,73,Bungie,Destiny 2: Shadowkeep,7.0,"New nightmares have emerged from the shadows of our Moon. Called forth by haunting visions, Eris Morn has returned. Join her to slay these nightmares before they reach out beyond the Moon to cast humanity back into an age of darkness. Features: New Missions, & Quests; New Destination & Dungeon; New Weapons and Gear to Earn; An All New Raid; and more."
Action|Action Adventure|General|,"Sep  9, 2016",T,Thunder Lotus Games,73,Thunder Lotus Games,Jotun: Valhalla Edition,5.7,"Jotun is one of those games, like Dragon's Lair before it, that has an incredible art style and great aesthetic. The design cuts through the"
Puzzle|Action|,"May  6, 2016",E,Runestone Games Limited,73,Runestone Games Limited,Mystery Castle,tbd,"This game is for everyone who loves adventure, treasure hunting, laughing out loud, transforming into creatures, drinking potions, possessing monsters, explosions, inept wizards, witless golems, huge floating eyeballs, magic portals, magic lanterns, grumpy dwarfs, cheerful eskimos, irate hotel owners, giant monsters, throwing bombs at giant monsters… and then laughing some more!"
Action|Rhythm|Dancing|,"Oct 25, 2016",E10+,Ubisoft,73,Ubisoft Paris,Just Dance 2017,6.6,"Grab your friends and family because it's time to dance! The biggest music video game franchise of all time is back, with over 60 million units sold. Just Dance 2017 brings you over 40 new tracks, six game modes, updated content all year long and access to 200+ songs through Just Dance"
Puzzle|Matching|,"Aug 10, 2016",E,Kittehface Software,73,Kittehface Software,Anode,tbd,"Colored blocks fall, and they keep falling.  You rotate them, and drop them.  Faster and faster you align the pieces, creating links of matching color, filling in gaps.  You touch a block with a detonator and the entire chain explodes.  The blocks above them drop, another detonator touches, and another chain is gone.  Then another. Anode reintroduces the classic falling-block puzzle genre, with new twists and challenges!  Link blocks back and forth across each other.  Match angled couplers to create chains of multiple colors.  Earn items and use them to clear your bin.  Play Mission Mode and complete randomly-generated objectives for additional challenge.  Post your scores on leaderboards and see how you stack up. [Xbox.com]"
Action|Platformer|2D|Metroidvania|,"Apr 15, 2022",E,8 Bit Legit,73,Sivak Games,Battle Kid: Fortress of Peril,tbd,"Inspired from the indie game ""I Wanna be the Guy"" and other classic platformers, the game follows the style dubbed Metroidvania in that you do not have stages, but rather one large area to freely explore. You always die in one hit, but there are unlimited continues in the normal difficulty"
General|Action|Action Adventure|General|Sandbox|,"Mar  4, 2014",E10+,Microsoft Game Studios,73,Microsoft Game Studios,Project Spark,6.9,"This is my favorite Xbox One game, and actually beats out several other games I've played over the years. I've been playing since the beta"
Action Adventure|General|,"Mar 25, 2015",M,Square Enix,73,DONTNOD Entertainment,Life is Strange: Episode 2 - Out of Time,8.2,"Reunited with her friend Chloe, Max begins experimenting with her power and starts to wonder if it is related to her visions or the weird snow from the previous day. But life goes on in Blackwell Academy and a certain viral video has become a serious topic of discussion. Meanwhile, what DID happen to Rachel Amber? "
Action|Platformer|2D|,"Feb 17, 2017",E10+,Brainseed Factory,73,Brainseed Factory,Typoman: Revised,tbd,"Typoman is a 2D puzzle platformer. You slip into the role of a character made of letters, struggling to make your way through a dark and hostile world. Despite your small stature you have a powerful gift: You can craft words to alter your environment. But choose your words wisely - they can either be a blessing ...or a curse!"
Action|Shooter|First-Person|Sci-Fi|Arcade|,"May 15, 2014",M,Electronic Arts,73,Respawn Entertainment,Titanfall: Expedition,4.7,Great start for the DLC..  2 of these new maps are HUGE! People wanted some bigger maps.. and they got them. Not sure why someone would pay $10 for one DLC..  Just buy the Season Pass for $25 and you will get all 3 DLC packs.  Respawn has been good with doing updates.. adding features.. fixing bugs..  love it.
Miscellaneous|Compilation|,"Aug 14, 2019",T,QUByte Interactive,73,QUByte Interactive,Vasara Collection,7.2,"Japanese arcade shoot’em ups Vasara and Vasara 2 come to Xbox One in a single package. It’s sci-fi meets history in these arcade classics which take place in an alternate timeline Feudal Japan where technologically, advanced weaponry, and sci-fi equipment are a reality and heroes use flying motorcycles with amazing firepower and fierce melee weapons to destroy their enemies."
Miscellaneous|Compilation|,"May 29, 2018",T,Sega,73,Various,Sega Genesis Classics,7.7,"[Also known as SEGA Mega Drive Classics] SEGA's collection of Mega Drive & Genesis classics comes to a new generation of consoles - and players. Over 50 titles across all genres from all-time classics like Sonic and Streets of Rage 2 to deep RPGs like the Phantasy Star series; arcade action, shooters, beat 'em ups, puzzlers, old favourites and hidden gems. New features bring modern convenience to the classics. Save your game at any time, rewind those slip-ups, or customise your controls. Earn bragging rights with online multiplayer and achievements. The largest collection of retro classics on console in one package."
Action|Shooter|Shoot-'Em-Up|Top-Down|,"Jan 13, 2016",E,34BigThings,73,34BigThings,Hyperdrive Massacre,7.5,"<span class=""blurb blurb_collapsed"">The game is a must have for everyone who want to have fun with some friends on a couch with some beers.<br/>It is a local multiplayer highly</span>"
Action|Shooter|Shoot-'Em-Up|Horizontal|,"Dec 16, 2016",E10+,Polarity Flow,73,Polarity Flow,Steel Rain X,tbd,None
Action|Shooter|Shoot-'Em-Up|Horizontal|,"May 11, 2018",E,Huey Games,73,Four5Six Pixel,Hyper Sentinel,tbd,"Retro games are games that I hope never die because I have a lot of fond memories about them. Nowadays you don’t see as many retro titles make their way to consoles so when a new game comes out I’m all over it like a rash. The new game in question is called Hyper Sentinel and it screams retro throughout and without a doubt I thoroughly enjoyed my time with the game. In fact I can see this being a game I revisit time and time again thanks to its very addictive gameplay. The gameplay is simple to understand and hard to master and it always makes you want to play that one extra game, which is great. Playing that one extra game isn’t a problem because thankfully in terms of content the game has more than enough to keep you satisfied. You will however notice that the levels you play don’t have much in terms of variety, and whilst it would’ve been nice to have some more variety I was able to look past this because of the boss battles. Each boss provides you with a very good challenge and defeating them gives you a great sense of achievement and the best thing is that I very rarely got frustrated tackling them. Instead the frustrating moments came from tackling multiple enemies at the Same time. The main reason why this can be frustrating at times is because it’s hard to see what is going on because sometimes there’s a lot happening on the screen and this will cause you a few deaths here and there. Thankfully though you can combat this by using one of the many power-ups that are on offer. I really enjoyed using these upgrades because they actually help you a great deal and there’s no greater feeling than destroying multiple enemies at the same time. Once again they go for a simple approach here with the upgrades and overall the controls are simple throughout. I must admit that I was really impressed with the controls that had been implemented because they remain tight and responsive throughout your time with the game, which for me is very important in a game like this. Another thing that’s important for me in a game like this is the presentation side of things, and thankfully they’ve got this aspect spot on. The visuals and sound design are very retro indeed and when they both combine together they provide you with even more fun and enjoyable moments, which is great. At the end of the day if you’re a fan of old-school fast paced shooters then you will thoroughly enjoy Hyper Sentinel. The developers have done a wonderful job of creating an old-school experience with a modern touch and this in turn makes things fun and enjoyable for both veterans of the genre and newcomers as well."
