genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Action|Platformer|2D|,"Feb 25, 2021",E10+,Capcom,74,Capcom,Ghosts 'n Goblins Resurrection,6.9,"Ghosts ‘n Goblins Resurrection is a reboot that brings the beloved Capcom franchise back to life and into the 21st century. Paying homage to Ghosts ‘n Goblins and Ghouls ‘n Ghosts, the latest entry combines the franchise’s action platforming gameplay with storybook-like graphics and"
Action|Action Adventure|General|Fighting|3D|,"Jan 11, 2018",M,The Game Bakers,74,The Game Bakers,Furi,7.2,"Fight your way free in our frenzied all-boss fighter, and discover what’s waiting behind the last gate. Furi is all about the tension of one-on-one fights against deadly adversaries. It’s an intense, ultra-responsive game with a unique mix of fast-paced sword fighting and dual-stick shooting. Each of the formidable guardians - designed by Afro Samurai creator Takashi Okazaki - has a unique and surprising combat style that requires focus and skill to defeat. The high-energy action gets a boost from an explosive soundtrack composed by electro musicians including Carpenter Brut."
Role-Playing|Action RPG|,"Feb  8, 2018",E10+,Humble Bundle,74,Humble Bundle,Aegis Defenders,7.0,"Aegis Defenders is a pretty good game that deserved to get a bit more attention than it did. In some ways it succeeds and in others it fails,"
Puzzle|Stacking|,"Oct 11, 2018",None,WeirdBeard,74,WeirdBeard,Tricky Towers,7.5,"<span class=""blurb blurb_collapsed"">With your brilliant robe and magic powers, it's time to build some Tricky Towers!<br/> <br/>Tricky Towers is a multiplayer physics-based tower building game. In a game of Tricky Towers you stack your bricks to create a stable tower and try to topple those of your opponents. To spice it up you can</span>"
Adventure|General|,"Oct  3, 2019",T,Chance Agency,74,Chance Agency,Neo Cab,6.8,"Stay human in a world overcome by automation. Play as Lina, one of the last human driver-for-hire on the streets of Los Ojos. Your friend and only lifeline has gone missing; with no money and nowhere to stay, the only thing you can do is keep driving. Choose what passengers to pick up and how you engage with them to learn their stories. Balance your own emotional wellbeing with the needs of your pax as you strive to keep your perfect rating, and your job. Maybe someone in this city can help you with your own story? "
Action|Shooter|Rail|,"Aug 22, 2019",E,SegaSoft,74,M2,Sega Ages: Space Harrier,tbd,None
Action|Shooter|Shoot-'Em-Up|Vertical|,"Feb  1, 2018",E10+,Infinite Dreams,74,Infinite Dreams,Sky Force Reloaded,7.5,"The best mobile shooter is now ready to rock your iPhone!Sky Force Reloaded is an award winning and highly acclaimed vertical shooter. It features 3d interactive objects, outstanding graphics, special effects, high quality soundtrack and 100% of pure gameplay.Ever wanted to play a good arcade vertical shooter? This one is for you!----------------------------------------------PRESS:IGN Review:9.5/10 - Force your friend to buy this one.AppSmile.com5/5 - With its recent introduction into the App Store, Sky Force Reloaded (or perhaps re-Reloaded) is a title no arcade junkie should miss.PocketGamer:10/10 - Graphically, Sky Force: Reloaded is stunning. The whole game screams quality.PocketPlayers.deOne of the best, if not THE best shooters!----------------------------------------------FEATURES:- 8 large levels- plenty of enemies,- interactive environment elements*- upgradable weapons- dynamic weather (rain, clouds, wind)- highscoresRecommended for fans of Raiden, 1942, 1945, iFighter, Siberian Strike"
Action|Platformer|2D|,"Nov 21, 2017",E,Raw Fury,74,nifflas,Uurnog Uurnlimited,7.5,"<span class=""blurb blurb_collapsed"">Enter the wacky &amp; whimsical world of Uurnog Uurnlimited, where you have only one goal: find your way around the world, and steal all the animals! Why? Because they're adorable, and because video games.<br/><br/>Uurnog Uurnlimited is a delightfully silly 2D platformer inspired by games like Super</span>"
Action|Platformer|2D|,"Oct 24, 2017",E10+,Nicalis,74,FreakZone,Knight Terrors,7.5,"Knight Terrors is a great example of a hidden gem -- a simple, fun, addictive game at a great price. It takes the endless runner genre from mobile platforms and throws in a dash of Flappy Bird with a strong dose of Ghosts'n Goblins and a distinct visual style that could be described as ""Neo ZX Spectrum"". Oh, and the soundtrack is FANASTIC. Don't miss this one!"
Action Adventure|General|,"Mar 30, 2021",T,Team17,74,Studio Koba,Narita Boy,7.1,"Take the best elements of classic cinematic platformers (like ""Another World"" or ""Flashback""), mix it up with fantasy/sci-fi movies from the 80s and spice it up with a bit of Japanese culture - that's what ""Narita Boy"" is like."
Puzzle|Action|,"Mar 29, 2018",E,Tozai Games,74,Tozai Games,Lode Runner Legacy,7.5,"<span class=""blurb blurb_collapsed"">""Lode Runner""<br/> <br/>Reviewed by Ken Lutes
(Ps4 version)
Developer: Tozai Games, inc
Publisher: Tozai games inc
Platforms: PlayStation 4,</span>"
Action|Role-Playing|General|Action RPG|,"Nov 22, 2017",E10+,505 Games,74,Keen Games,Portal Knights,7.6,"Leave the familiar world behind and step into the fantastic unknown with Portal Knights, a cooperative 3D sandbox action-RPG. Level up your character and craft powerful gear to defeat your enemies in real-time tactical combat. Explore dozens of randomly-generated islands and restore peace to a world torn apart by The Fracture. "
Action Adventure|General|,"Sep 23, 2021",E10+,Square Enix,74,Square Enix,ActRaiser Renaissance,7.8,"<span class=""blurb blurb_collapsed"">Heaven, earth and mankind - Create and destroy everything according to your will! <br/>Experience the revival of the 90's classic hit ""Actraiser"". <br/>
ABOUT 
Actraiser Renaissance combines 2D platforming action (Realm Acts) with a City-building simulation (Realm Management) in the ultimate battle</span>"
Role-Playing|Action RPG|,"Feb 14, 2020",T,THQ Nordic,74,Airship Syndicate Entertainment,Darksiders Genesis,7.6,"From the dawn of creation, the council has maintained the Balance across existence. Carrying out their orders are the Horsemen, Nephilim (powerful beings spawned from the unnatural union of angels and demons) who have pledged themselves to the Council and been granted immense power."
Puzzle|General|Stacking|,"Mar 12, 2020",E,7Levels,76,Afterburn,inbento,7.1,"<span class=""blurb blurb_collapsed"">Complete over 100 levels with unique pattern-matching gameplay;<br/>- Experience a soothing, silent tale about cats and parenthood;<br/>- Enjoy a charming design inspired by Japanese aesthetics and bento cuisine;
- Beat every stage steadily thanks to a gradually increasing difficulty;
-</span>"
Role-Playing|Action RPG|,"May 15, 2018",E10+,Contingent99,76,Contingent99,Wizard of Legend,7.7,"This is rogue-like at its finest. Twitchy action with spells that actually make you feel like a powerful mage. While challenging, it only"
Strategy|Turn-Based|Card Battle|,"Oct 28, 2021",T,Square Enix,76,Square Enix,Voice of Cards: The Isle Dragon Roars,8.0,"<span class=""blurb blurb_collapsed"">Open your mind and let the story unfold. Voice of Cards: The Isle Dragon Roars is an RPG set in a world of swords and sorcery, told entirely through the medium of cards.<br/>The story follows a self proclaimed hero as they set off to slay a recently awakened dragon, presented in the manner of a</span>"
Action|Platformer|2D|,"Feb 10, 2022",E,Super Rare Games,76,Joseph Gribbin,Grapple Dog,7.5,"I bought this game at release because it looked like a good traditional platformer, which is sadly an under-represented genre these days."
Adventure|General|3D|Third-Person|,"Mar 16, 2018",E,Ovosonico,76,Ovosonico,Last Day of June,7.7,"Last Day of June è uno di quei giochi che una volta giocati ti rimangono dentro, che ti segnano e che rimarranno per sempre come punto di riferimento. Un game design e un character design magistrali, accompagnati da colonne sonore davvero gradevoli, sempre pertinenti, e che accompagnano perfettamente l'esperienza. Una trama meravigliosa e da subito coinvolgente, con dei personaggi che trasmettono una carica empatia notevole, nonostante non parlino e non abbiano gli occhi. Assolutamente da giocare, e da plus si aggiunge la natura ibrida, quindi anche portatile, di Switch."
Puzzle|Action|,"Mar 28, 2019",None,Ysbryd Games,76,Ysbryd Games,She Remembered Caterpillars,7.1,"She Remembered Caterpillars is a color-matching puzzle game with an unsettling fungipunk aesthetic. Set in a phantasgamorphic world of writhing caterpillars, brightly-colored Gammies, and living architecture, the game will have players eavesdropping on what appears to be one scientist’s quest to save her father. As the chapters progress, more of this strange universe will reveal itself: what manner of cataclysm occurred here? Who are the players involved? And what exactly are the Gammies doing in these dreamscapes?"
Action|Action Adventure|General|Open-World|,"Apr  3, 2019",E10+,Perfect World Entertainment,76,Panic Button,Hob: The Definitive Edition,7.4,"From the creators of Torchlight and Torchlight II. Traverse and transform the mysterious world of Hob. This vibrant, atmospheric adventure game is set in a stunning and brutal world in disarray. As players delve into the mysteries around them, they discover a planet in peril. Can it be mended, or will the world fall further into chaos? Now with enhanced performance and features, only available on Nintendo Switch in this definitive edition. "
