genres,release_date,metascore,developer,publisher,userscore,rating,summary,title
Action|Platformer|2D|,"Jun  1, 2021",69,Capcom,Capcom,4.8,E10+,"<span class=""blurb blurb_collapsed"">GHOSTS 'N GOBLINS IS BACK FROM THE GRAVE!<br/><br/>Watch as this nostalgic yet completely reimagined storybook world unravels before your very eyes.

Taking cues from both Ghosts 'n Goblins and Ghouls 'n Ghosts and giving birth to something entirely new, Resurrection is a title worthy of its name.</span>",Ghosts 'n Goblins Resurrection
Miscellaneous|Party / Minigame|,"Jun  9, 2019",69,Doinksoft,Devolver Digital,7.3,None,AaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaa   aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Devolver Bootleg
Action|Platformer|2D|,"May 17, 2018",69,Bonus Level Entertainment,EuroVideo Medien,6.8,None,"<span class=""blurb blurb_collapsed"">I really enjoy the game.<br/>It is a nice mix out of adventure and retro 16 bit felling :)<br/>Super fluent gameplay, not to easy and not to hard :D</span>",FOX n FORESTS
Sports|Traditional|Team|Soccer|Management|Management|,"Oct 25, 2012",69,EA Sports,Electronic Arts,5.0,E,This is a good game much better than football manager 13. Has many more features easier layout and not just managing the players and transfers. You can do many more things on this game than Football manager 2013.,FIFA Manager 13
Miscellaneous|Compilation|,"Nov  3, 2017",69,CyberConnect2,Bandai Namco Games,8.1,T,".hack//G.U. is back! Log back into the .hack//G.U. trilogy and return to ""The World,"" as Haseo tracks down Tri-Edge in .hack//G.U. Last Recode, now with enhanced graphics, improved gameplay, and brand new modes! This collection includes all 3 original .hack//G.U. titles, Rebirth, Reminisce,",.hack//G.U. Last Recode
Strategy|Puzzle|Action|General|,"Oct  8, 2020",69,Farbworks,HandyGames,8.3,None,Did you know that “Schadenfreude” is a German word defined as the concept of finding joy in someone else’s misfortune? It is also the main idea on which Neighbours back From Hell is built. A whole TV show based on playing increasingly outrageous pranks on your grumpy neighbor to keep the,Neighbours back From Hell
Adventure|General|,"Oct 28, 2021",69,Bubby Darkstar,Bubby Darkstar,tbd,None,"A good first start to game development. Although there are issues with gameplay, the art and a certain spooky section of the game outshine the",Subway Midnight
Role-Playing|Action RPG|Action RPG|Roguelike|,"Jul  3, 2013",69,Kerberos Productions,Kerberos Productions,7.9,T,"This DLC is a huge step up in sophistication from vanilla The Pit.  It usually is cheaper to buy with Gold, which really boosts the character",Sword of the Stars: The Pit - Mind Games
Strategy|Management|Business / Tycoon|,"Sep 13, 2018",69,Twice Circled,Twice Circled,7.8,None,Bought this a week ago and have put over 100 hours in just doing the campaign on normal. Could have done it faster but was enjoying the ride.,Megaquarium
Action Adventure|Linear|,"Mar 22, 2016",69,"Camouflaj, LLC",GungHo,tbd,None,None,Republique: Episode 5 - Terminus
Miscellaneous|Compilation|,"Dec 20, 2010",69,Oddworld Inhabitants,Oddworld Inhabitants,7.3,None,None,The Oddboxx
Action|Shooter|Shoot-'Em-Up|Vertical|,"Feb 18, 2016",69,Psyche Studios,New Blood Interactive,tbd,None,I have not played many shoot em ups - in fact i only played 2 ... Sky Force Anniversary .. and Sine Mora. While Sky Force Anniversary is all,Super Galaxy Squadron EX
Action|Platformer|Platformer|2D|2D|,"Oct 10, 2013",69,Phobic Studios,Phobic Studios,6.5,None,beautiful game with nice graphic a like a lot the gameplay remind me super mario game the only downside  i think is that have few world and a price a little to expensive but overall a good choice,Glare
Action|Adventure|Platformer|First-Person|Third-Person|3D|,"Jul 18, 2019",69,Altered Matter,Akupara Games,7.7,E,"Etherborn is an elegant leap in the gravity-puzzle genre, an environmental puzzle platformer built on exploring and understanding gravity-shifting structures. Travel through beautiful and exotic locations, where each level is an organic puzzle to explore, manipulate and shift gravity on in order to decipher the way forward.",Etherborn
Action Adventure|Adventure|Point-and-Click|Linear|,"Jul 26, 2016",69,Telltale Games,Telltale Games,6.7,E10+,"Continuing their portal journey in search of home, Jesse and crew arrive in a world wholly controlled by PAMA - a sinister ""thinking machine"" determined to control everyone and everything in pursuit of optimal usefulness and efficiency. Forced to go on the run to avoid capture and assimilation, you must work with a new ally to defeat the corrupted computer and free the population it has enslaved.",Minecraft: Story Mode - Episode 7: Access Denied
Action Adventure|Survival|,"Oct 22, 2019",69,Rock Pocket Games,Funcom,5.5,M,"Amazing from start to finish. As a lover of The Secret World, it settles into the lore nicely and keeps that same exact tone and atmosphere. If you haven't played TSW but loved MoM's lore, give it a shot!",Moons of Madness
Action Adventure|Open-World|,"Aug 12, 2021",69,Ubisoft Singapore,Ubisoft,7.7,None,"The Siege of Paris sees Eivor embark upon a new series of quests in Francia, the largest of the post-Roman barbarian kingdoms in Western Europe. New weapons, abilities, gear, and skills are all be up for grabs, and Infiltration Missions returns as well, enabling players to determine exactly how they go about murdering their assigned targets.",Assassin's Creed Valhalla: The Siege of Paris
Strategy|Adventure|Turn-Based|General|Tactics|,"Sep 19, 2019",69,Finji,Finji,6.8,E10+,"I think this might be the most under-rated game I've ever played.  It was simply genius.  The tactical puzzles, the characters, the dogs, the monster designs.  It does take some patience, and some trial and error, but it's very rewarding when it all clicks.  It was also a surprisingly emotional experience.",Overland
Action Adventure|Survival|Open-World|,"May 22, 2018",69,Undead Labs,Microsoft Game Studios,5.0,M,"Small-Town America, one year from today. The dead have risen, and civilization has fallen. Even the military couldn’t stop the zombies, and now humanity stands on the brink of extinction. It's up to you to gather survivors and build a community, explore your lasting legacy, and redefine what it means to survive. It’s up to you to build your base, develop your characters, and manage resources to survive as a group in this post-apocalyptic zombie open world. RPG progression - Develop each survivor’s skills to improve their capabilities and strengthen your community. Play solo or team up with up to three friends to explore an open world filled with dynamic zombies, human enemies, and the valuable gear necessary to keep your community alive. In the zombie apocalypse, you must create your own moral code. Every decision has lasting consequences that you must face. How you decide to survive may surprise you. [Microsoft]",State of Decay 2
Action|Shooter|Shooter|Scrolling|Scrolling|Shoot-'Em-Up|Vertical|,"May 15, 2013",69,Most Wanted Entertainment,bitComposer Games,7.2,M,"Thunder Wolves puts gamers in the hot seat of an experienced helicopter group that has survived a flurry of bullets and caused more destruction than the Seventh United State Army. Gamers will embark on a variety of missions including high-risk convoy protection, deploying a commando on fast-moving train or unleashing hell on a fully destructible battlefield.",Thunder Wolves
Racing|Arcade|Automobile|,"Aug 19, 2021",69,RaceWard Studio,Nacon,tbd,E,None,RiMS Racing
Modern|Adventure|3D|Third-Person|Modern|,"Jan 30, 2014",69,"Young Horses, Inc","Young Horses, Inc",7.5,E10+,"Octodad: Dadliest Catch is a game about destruction, deception, and fatherhood. The player controls Octodad, a dapper octopus masquerading as a human, as he goes about his life. Octodad's existence is a constant struggle, as he must master mundane tasks with his unwieldy boneless tentacles while simultaneously keeping his cephalopodan nature a secret from his human family.",Octodad: Dadliest Catch
Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Fantasy|Fantasy|,"Mar 26, 2001",69,Electronic Arts,Electronic Arts,tbd,T,None,Ultima Online: Third Dawn
Action Adventure|Adventure|General|,"Jun 23, 2021",69,Nerd Monkeys,Hatinh Interactive,8.3,None,"Beautiful game. Feels like watching one of those movies wherw you just feel great at the end, like life is wonderful. Absolutely lovely. I",Out of Line
