genres,metascore,developer,userscore,rating,publisher,title,summary,release_date
Simulation|Adventure|General|3D|Third-Person|,75,E-Line Media,8.3,None,E-Line Media,Beyond Blue,"Beyond Blue takes players into the near future, where they will have the opportunity to explore the mysteries of our ocean through the eyes of Mirai, a deep-sea explorer and scientist. She and her newly-formed research team will use groundbreaking technologies to see, hear, and interact with the ocean in a more meaningful way than has ever been attempted. The game features an evocative narrative and exploration of an untouched world. Embracing the same inclusive development process that was used to create Never Alone (Kisima Ingitchuna), E-Line’s BAFTA award-winning game about Alaska Native culture, the company partnered with BBC Studios (developers of the acclaimed Blue Planet II), OceanX Media, world-class game makers, and some of science’s leading ocean experts to craft an experience that reflects the awesome wonder and unbounded mystery that infuses our planet’s beating blue heart.","Jun 11, 2020"
Action|Arcade|,75,Reign Bros,7.0,E,Reign Bros,Stikbold! A Dodgeball Adventure,Stikbold’s story is funny and charming and diverse although a bit short. But Stikbold! Really shines in the local multiplayer mode. It is easy to pick  up but hard to master and will be an instant classic on game nights with friends. With the current asking price the game is a steal! Highly recommend.,"Apr  5, 2016"
Action|Shooter|First-Person|Arcade|,75,People Can Fly,7.1,M,Epic Games,Bulletstorm: Full Clip Edition,"Step into the boots of Grayson Hunt after a crash landing on an abandoned resort planet forces him to make a hard choice: survival or revenge. An exiled member of the elite assassin group Dead Echo, Graysons blind desire for vengeance finds his crew stranded on Stygia where he can finally","Apr  7, 2017"
Role-Playing|Japanese-Style|,75,Gust,7.8,T,Koei Tecmo Games,Atelier Sophie: The Alchemist of the Mysterious Book,"Hands down, one of the greatest Atelier games. Atelier Sophie is a whimsical adventure with the ultimate embodiment of adorableness known as","Jun  7, 2016"
Action Adventure|General|,75,DONTNOD Entertainment,8.1,M,Square Enix,Life is Strange: Episode 1 - Chrysalis,"Chrysalis is an introduction to the world of Life is Strange. You’ll see Max and Chloe reunite and you’ll make important choices that will influence their destiny. You will observe some of the short-term consequences of those choices but know that there are also mid and long-term repercussions that will pan out over the course of the later episodes, in a butterfly effect manner. [DONTNOD]","Jan 30, 2015"
Action|Miscellaneous|Rhythm|Dancing|Dancing|,75,Ubisoft,5.8,E10+,Ubisoft,Just Dance 2014,"So if you are looking for a fun game when you have your friends or family over - then this is a good fit on your ps4. You can either use the party mode or the workout mode which displays a calorie counter as well. The calorie counter seems to be quite accurate and displays different results for different people depending on the size, height, etc (I guess). There are a few glitches which if fixed by an OTA update would be great - the camera sometimes switches between people, stops recognizing you for a few seconds and can only detect 4 people (6 in the Wii U). Make sure you place the camera at the correct height and direction for it to work and give good results.","Nov 12, 2013"
Action|Miscellaneous|Parlor|Pinball|,75,Phantom Compass,7.0,T,Atlus,Rollers of the Realm,Really great concept.  Pinball gameplay really felt like combat and I loved the imaginative ways the game creates medieval locations that obscure the fact that they are pinball tables.,"Nov 18, 2014"
Strategy|Turn-Based|Card Battle|,75,Konami,7.5,E10+,Konami,Yu-Gi-Oh! Legacy of the Duelist,"This game is just good but lacks of voice acting. Legacy of the Duelist is probably the most satisfying Yu-Gi-Oh video game I've ever played. I played the GBA games back when those were big, and this game is much more detailed (and has over 6,000 cards to collect). You also get to relive the duels of all five generations of the Yu-Gi-Oh TV series (Duel Monsters, GX, 5D's, Zexal, and a little bit of Arc-V). But I don't really care about any of those except for the original Duel Monsters series, since that was the one I grew up with. It covers a decent amount of that show, but not as much as I had hoped (the Noah arc isn't there at all, and I think there's a bunch of other stuff missing too). That said, most of the battles you care about are there from the beginning of the show up through the Battle City season. You can either use the story deck or your own custom deck for each duel, and you can even play as the opposing side if you want (giving you a chance to use Pegasus' deck against Yugi, rather than the other way around).","Jul 31, 2015"
Puzzle|Action|,75,Last Limb Games,tbd,E10+,Last Limb Games,Organic Panic,"Organic Panic is a physics-based puzzle-platformer that pits the main food groups against each other in a chaotically fun and lighthearted battle royale extravaganza! What brings all the madness together is the incredible D.A.F.T. (Destructible and Fluid Technology) Engine. Anything goes, because nearly every environmental element (characters, platforms, enemies, weapons, etc.) can be controlled and manipulated in some clever way.","Mar 29, 2016"
Puzzle|Logic|,75,Etter Studio GmbH,tbd,E,Etter Studio GmbH,Dreii,None,"Mar  9, 2016"
Adventure|3D|First-Person|,75,SKH Apps,6.7,T,SKH Apps,Emily Wants To Play,"It’s 11 PM, and you are in front of the last house on your route. The lights are on, and the front door is opened. But the windows are all boarded up and the grass is overgrown. It seems like a strange place to deliver a pizza… Freely roam the house and try to figure out what is going on. This may be your last pizza delivery. [Playstation.com]","Aug  9, 2016"
Action|Fighting|2D|,75,Studio Saizensen,6.0,T,Nicalis,Blade Strangers,"A dark force known only as Lina is devouring data from a vast, interdimensional network of servers overseen by sentient computers called ""motes."" In desperation, the motes summon heroes from an array of parallel game worlds to face off against each other in one-on-one combat. The tournament victor has the potential to be awakened as the Blade Stranger - the savior who can vanquish Lina and protect the motes from further harm.","Aug 28, 2018"
Sports|Individual|Nature|Hunting|,75,THQ Nordic,6.7,T,THQ Nordic,theHunter: Call of the Wild,"theHunter: Call of the Wild offers the most immersive hunting experience ever created. Step into a beautiful open world teeming with life, from majestic deer and awe-inspiring bison, down to the countless birds, critters and insects of the wilderness. Every inch of the 50-square mile world is crafted using Apex, award-winning technology crafted by Avalanche Studios during a decade of developing explosive action games. In addition to its rich single player experience, theHunter: Call of the Wild offers unique multiplayer options -- cooperative and competitive -- for up to 8 players. Share the ultimate hunting experience, and earn those bragging rights!","Oct  2, 2017"
Action|Platformer|2D|,75,BootdiskRevolution,5.7,T,Digerati Distribution,Bleed,"Wryn is a girl with a big arsenal and big dreams -- she wants to be the ultimate videogame hero! Help her take down the Greatest Heroes of All Time in an action-packed bid to claim the title for herself and show the world what a true hero looks like. Bleed is an action-platformer focused on stylish, acrobatic dodging and fluid, challenging gameplay. There's no filler -- just you and your skills against seven levels of enemies, obstacles, breakneck set-pieces and inventive bosses.","Aug 22, 2017"
Action|Shooter|Shoot-'Em-Up|Horizontal|,75,Vertex Pop,tbd,E,Vertex Pop,Graceful Explosion Machine,"Skillfully pilot the Graceful Explosion Machine, a fighter ship armed with a ludicrously overpowered quad-weapon array! Lost in deep space, you'll shoot, dash and combo your way through jewel-hued alien worlds, fighting crystalline enemies to find a way home. The GEM fighter is the most","Aug  8, 2017"
Racing|Arcade|Automobile|,75,Codemasters,6.0,E10+,Codemasters,ONRUSH,"Race, smash and takedown your opponents in a break from the norm action/arcade racing. Dare to be reckless and win at all costs as you enter into the world's most celebrated and globally streamed, extreme sport. Onrush catapults you into the heart of the action, as you chase down vehicles in vibrant, multi-layered, landscapes that promises to thrill, excite and encourage players to perform the most extravagant takedowns.","Jun  5, 2018"
Action|Simulation|General|Virtual|Virtual Life|Career|,75,Owlchemy Labs,5.7,E10+,Owlchemy Labs,Vacation Simulator,Great follow-up to job simulator. The first one was fun to mess around in but it was over far too quickly and wasn’t really a game and more of a sandbox. The sequel introduces real challenges and actual progression with the memories system and unlockable avatar customisation items  whilst retaining the humour and sandbox aspects.,"Jun 18, 2019"
Adventure|General|,75,Big Bad Wolf,7.4,M,Focus Home Interactive,The Council - Episode 1: The Mad Ones,"Great Game-I hope the publisher makes a lot more, much better than Telltale Games' offerings.  Fantastic game, intriguing, fantastic mechanics, great plot!","Mar 13, 2018"
Adventure|General|,75,Big Bad Wolf,6.3,M,Focus Home Interactive,The Council - Episode 4: Burning Bridges,Experience a fresh take on the Narrative Adventure where your choices and character growth truly matter. Louis de Richet enters the depths of Lord Mortimer’s island hunting truths about his mother and the other guests. The mausoleum he finds there contains more secrets than he could possibly have predicted…,"Sep 25, 2018"
Sports|Individual|Ski / Snowboard|,75,Ubisoft Annecy,tbd,None,Ubisoft,Steep: The X Games Pass,None,"Oct 30, 2018"
